feedback,aspect,sentiment
thầy cô chủ động tương tác với học viên trong giờ học thầy cô nhiệt tình và có trách nhiệm với học viên thầy cô thân thiện với học viên khi học viên hỏi,2,Positive
thầy cô cung cấp đầy đủ đề cương chi tiết giáo trình đầy đủ dễ hiểu,1,Positive
thầy cô bám sát nội dung môn học trong từng phần chương bài khoa học rõ ràng chuyên nghiệp,1,Positive
kinh nghiệm giảng dạt của thầy cô tốt dễ hiểu,2,Positive
thầy cô vào lớp đúng giờ,2,Positive
tốt hiệu quả nhanh,3,Positive
thầy cô có đề cập kinh nghiệm của thầy cô,2,Positive
thầy cô chủ động tương tác với học viên trong giờ học thầy cô không chủ động tương tác với học viên trong giờ học thầy cô nhiệt tình và có trách nhiệm với học viên thầy cô chưa tiếp thu ý kiến phản hồi của sinh viên thầy cô có thái độ khó chịu khi sinh viên hỏi bài,2,Positive
bài tập vừa sức,1,Positive
tuyệt vớiiii,3,Positive
thầy cô cung cấp đầy đủ tài liệu hướng dẫn tận tình để hoàn thành bài tập,1,Positive
nội dung rõ ràng dễ hiểu,1,Positive
đưa ra các dẫn chứng đời sống hiện tại,2,Positive
thầy cô nhiệt tình chủ động tương tác với sinh viên,2,Positive
chấm điểm công tâm và rõ ràng,2,Positive
thầy cô đến lớp và về đúng giờ,2,Positive
thiết bị dạy học còn nhiều lỗi,3,Positive
đầy đủ dễ hiểu,2,Negative
hiệu quả,1,Positive
dễ hiểu thu hút,2,Positive
phổ cập đầy đủ kthuc ạ,1,Positive
cập nhật kiến thức mới,1,Positive
cô giảng dạy dễ hiểu sôi động,2,Positive
thấy cô chủ động tương tác hs,2,Positive
sát với các kiến thức đủ học,1,Positive
công bằng ạ,2,Positive
cô giảng dạy rất công tâm ạ,2,Positive
rất đầy đủ ạ,3,Positive
hấp dẫn thực tiễn tạo động lực cho sinh viên,1,Positive
có clip tham khảo hấp dẫn,2,Positive
vui vẻ với sinh viên,2,Positive
cô cung cấp đủ để cương chi tiết và m8cj tiêu học tập chung của môn học,1,Positive
cô bám sát nội dung môn học trong từng phần chương bài,1,Positive
cô có đưa ra những kinh nghiệm thực tiễn để lòng ghép vào bài giảng,2,Positive
cô có tương tác với sinh viên trong giờ học,2,Positive
cô vào lớp đúng giờ thực giảng theo thời khóa biểu,2,Positive
thầy cung cấp tài liệu chi tiết,1,Positive
thầy cô bám sát nội dung,1,Positive
kinh nghiệm,2,Neutral
thầy tương tác nhiệt tình với sinh viên,2,Positive
thầy luôn đến đúng giờ,2,Positive
laptop máy chiếu máy lạnh,3,Neutral
nhiệt tình vui vẻ,4,Positive
bám sát đúng nội dung,1,Positive
hấp dẫn sinh dộng,2,Positive
có tương tác vời học sinh,2,Positive
bài tập quá khó,1,Negative
chấm điểm thấp,2,Negative
5,1,Neutral
máy chiếu,3,Neutral
dễ hiểu chi tiết,1,Positive
nhiệt tình chuyên nghiệp,2,Positive
cách thức đánh giá,1,Neutral
khá nhiều,1,Neutral
khoa,2,Neutral
máy chiếu laptop,3,Neutral
vui vẻ,4,Positive
cung cấp đầy đủ đề cương chi tiết,1,Positive
rõ ràng chuyên nghiệp,1,Positive
dễ nghe dễ hiểu,2,Positive
thầy cô chủ động tương tác với học viên giải đáp những vấn đề mà học viên đặt ra câu hỏi,2,Positive
thuyết trình bài tập nhóm,1,Neutral
có sự công bằng,2,Positive
quạt đèn,3,Neutral
thầy cô công bố đầy đủ học liệu,1,Positive
nội dung của các thầy cô dạy rất là đầy đủ,1,Positive
rất tiện ích và dễ bám sát,2,Positive
dễ hiểu tạo hấp dẫn cho sinh viên khi học,2,Positive
thầy cô tiếp thu các ý kiến của sinh viên và phản hồi cho sinh viên sửa,2,Positive
hơi khó,2,Negative
thầy cô đi đúng giờ,2,Positive
laptop máy chiếu,3,Neutral
mong cô hãy luôn vui vẻ,4,Positive
giáo trình bài giảng tài liệu tham khảo và cách thức tìm các tài liệu học tập của môn,1,Neutral
cô bám bám sát nội dung môn học trong từng phần,1,Positive
giỏi ạ,2,Positive
cô vào lớp đúng h ạ,2,Positive
đầy đủ ạ,3,Neutral
có đề cập đến kinh nghiệm thực tiễn nhưng không nhiều,2,Negative
thầy cô dạy chậm dễ hiểu đúng tiến độ của tkb,2,Positive
chấm điểm rõ ràng minh bạch,2,Positive
muốn học thầy ở những môn sau nữa,4,Positive
giáo trình,1,Neutral
thái độ khó chịu,2,Negative
bài tập,1,Neutral
chấm điểm,2,Neutral
thầy cô đúng giờ,2,Positive
khoa học rõ ràng chuyên nghiệp,1,Positive
có áp dụng liên hệ thực tế vào bài giảng,2,Positive
nhưng bài tập nhiều quá em làm không nổi,1,Negative
tiêu chí chấm điểm rõ ràng,2,Positive
thiết bị hiện đại có áp dụng công nghệ vào giảng dạy,3,Positive
em muốn học cô ở hk sau nữa,4,Positive
dạ có,3,Neutral
dạ không,4,Neutral
thầy giảng bài hiệu quả tài liệu học tập đầy đủ nội dung bài học rõ ràng,1,Positive
thầy day sát nội dung rõ ràng bà dễ hiểu,1,Positive
thầy chủ động tương tác giảng lại phần chưa hiểu thân thiện khi học viên hỏi bài,2,Positive
bài tập vừa đủ để sinh viên nắm bắt bài tốt hơn,1,Positive
thầy cung cấp đầy đủ các nội dung học tập,1,Positive
thầy giảng dạy rõ ràng dễ hiểu đầy đủ bám sát chương trình,1,Positive
đưa được những kiến thức thực tiễn vào việc dạy,2,Positive
hấp dẫn sinh động tạo hứng thú khi học tập,2,Positive
thầy nhiệt tình và có trách nhiệm với sinh viên,2,Positive
bài tập vừa đủ bám sát những lý thuyết vừa học,1,Positive
máy tính còn lag lỗi quá nhiều,3,Negative
bám sát nội dung dễ tiếp thu,1,Positive
lồng ghép bài tốt,2,Positive
đúng tiến độ,2,Positive
thân thiện có trách nhiệm với học sinh,2,Positive
số lượng đủ để ôn,1,Positive
máy không hoạt động tốt,3,Negative
có kinh nghiệm tốt,2,Positive
word excel powerpoint,1,Neutral
thầy thực hiện giảng dạy theo đúng thời khóa biểu,2,Positive
thầy chủ động tương tác với học viên trong giờ học nhiệt tình và có trách nhiệm với học viên,2,Positive
làm bài tập đủ nhiều để học viên nắm vững kiến thức,1,Positive
thầy chấm điểm công bằng,2,Positive
thầy vào ra lớp đúng giờ thực hiện giảng dạy theo đúng thời khóa biểu,2,Positive
không có gì về vấn đề này,3,Neutral
thầy cung cấp đầy đủ đề cương chi tiết mục tiêu học tập chung của môn học cách thức kiểm tra đánh giá giáo trình bài giảng tài liệu tham khảo và cách thức tìm các tài liệu học tập của môn thông tin cá nhân của thầy đến sinh viên,1,Positive
kiến thức bổ ích,2,Positive
hợp lí,1,Positive
bàn phím cứng khó sử dụng chuột thường xuyên lag máy thường xuyên đứng,3,Negative
nâng cấp chất lượng thiết bị học tập,4,Negative
thầy cung cấp tài liệu rất đầy đủ ạ,1,Positive
các kiến thức thầy dạy rất hữu ích,1,Positive
kinh nghiệm rất dày dặn ạ,2,Positive
thầy rất ôn hoà,2,Positive
số lượng vừa đủ để sv nắm kiến thức,1,Positive
rất công bằng,2,Positive
thiết bị ok,3,Positive
mong trường nâng cao cơ sở vật chất như màn hình chuột bàn phím,4,Negative
thầy cô cung cấp đầy đủ tài liệu và giáo trình và cũng cung cấp đủ mục tiêu của môn học hình thức đánh giá tài liệu tham khảo thông tin cá nhân,1,Positive
thầy cô bám sát vào nội dung môn học giảng dạy một cách rõ ràng và luôn cập nhật kiến thức mới cho học viên,1,Positive
rõ ràng và dễ hiểu giúp học viên dễ tiếp cận đến bài mới,2,Positive
dễ hiểu hấp dẫn và tạo hứng thú học tập đúng tiến độ của tkb,2,Positive
thầy cô chủ động tương tác với học viên nhiệt tình và có trách nhiệm với học viên,2,Positive
bài tập tương tự với bài học bài tập vừa đủ để học viên phân chia thời gian để học những môn khác,1,Positive
rất công bằng và chính xác,2,Positive
thầy cô lên lớp đúng giờ và thực hiện giảng dạy theo đúng thời khóa biểu,2,Positive
thiết bị rất ổn áp không bị lỗi trong quá trình giảng dạy,3,Positive
khoa hoc rõ ràng chuyên nghiệp tận tâm,1,Positive
dạy rất dễ hiểu luôn thầy ơi,2,Positive
thầy nhiệt tình chủ động hỗ trợ học sinh,2,Positive
đúng tkb không làm việc riêng,2,Positive
em qua môn rồi thầy ơi,4,Positive
nhiều kinh nghiêm,2,Positive
bám theo giáo trình,1,Positive
giỏi,2,Positive
lớp học rộng hơn,4,Negative
thầy cô dạy theo tiến độ rất tốt thông tin rõ ràng tài liệu đầy đủ,1,Positive
nội dung khoa học có cơ sở thực tế bám sát nội dung,1,Positive
có kinh nghiệm dẫn vào bài giảng thu hút sv,2,Positive
bài tập đa dạng,1,Positive
nhiều điểm thưởng khuyến khích sv chăm chỉ,2,Positive
thầy cô rất đúng giờ đúng theo tkb,2,Positive
cơ sở vật chất cao,3,Positive
7,2,Neutral
máy thực hành rất yếu,3,Negative
update máy cho các bạn khoá sau đỡ khổ,4,Negative
thầy cô dạy rất hay,1,Positive
kinh nghiệm rất nhiều,2,Positive
dể hiểu sinh động,2,Positive
thái độ rất chuẩn và tây ạ,2,Positive
bài tập đan xen,1,Neutral
thầy cô chấm điểm rất đúng,2,Positive
thực hiện quy chế rất tốt,2,Positive
thiết bị học tập rất tốt,3,Positive
thầy bửu cung cấp đầy đủ toàn bộ các giáo trình lịch trình các buổi học rất đầy đủ,1,Positive
thầy bửu dạy rất bám sát bài học,1,Positive
thầy có hướng dẫn kinh nghiệm làm bài thi,2,Positive
thầy bửu dạy chuyên nghiệp và dễ hiểu có hướng dẫn chi tiết cho cả lớp và hỗ trợ từng bạn khi cần,2,Positive
thầy rất chủ động tương tác và trò chuyện cùng học sinh,2,Positive
bài tập cụ thể theo lịch trình từng ngày rất vừa sức với học sinh,1,Positive
thầy đi dạy đúng giờ và đủ giờ,2,Positive
thiết bị rất ổn,3,Positive
thầy cung cấp đầy đủ đề cương chi tiết mục tiêu học tập chung của moin học cách thức kiểm tra đánh giá giáo trình bài giảng tài liệu tham kaor và cách thức tìm các tài liệu học tập của môn thông tin cá nhân của thầy đến sinh viên,1,Positive
thầy bám sát nội dung môn học rõ ràng chuyên nghiệp,1,Positive
thầy chcur động tương tác với học viên trong giờ học,2,Positive
thầy ra vào lớp đúng giờ và đúng thời khoá biểu,2,Positive
tốt nhưng ghế ngồi hơi mỏi lưng ạ,3,Negative
cung cấp và công bố đầy đủ,1,Positive
đưa kiến thức thực tế trong lúc làm vào dạy,2,Positive
mỗi buổi 1 bài giúp tăng khả năng tiếp thu bài mới nhanh chóng và nhận dạng được nhiều dạng bài,1,Positive
chấm điểm công khai minh bạch rõ ràng,2,Positive
thầy quan tâm lớp,2,Positive
thầy giảng dễ hiểu nắm bài nhanh,1,Positive
ngắn gọn dễ hiểu,2,Positive
ngắn gọn dễ áp dụng tận tình chỉ dạy khi sinh viên chưa hiểu lắm,2,Positive
dễ tính nhẹ nhàng,2,Positive
vào lớp sớm và giảng dạy đúng giờ,2,Positive
đầy đủ hoạt động tốt,3,Positive
90,1,Neutral
hơi lý thuyết xí,1,Negative
thầy cô chuẩn,2,Positive
thầy cô tốt cung cấp đủ kiến thức,1,Positive
tuyệt vờip,2,Positive
bài tập giao đúng chương trình học,1,Positive
rất là ok,2,Positive
có tiếp thu,2,Positive
sớm,2,Neutral
máy lạnh ngồi lạnh rụn,3,Negative
đầy đủ hiệu quả,1,Positive
thầy cô cung cấp đầy đủ đề cương chi tiết,2,Positive
thầy cô cung cấp đầy đủ đề cương chi tiết,3,Positive
thầy cô cung cấp đầy đủ đề cương chi tiết,4,Positive
có cung cấp,1,Positive
bt làm trên lớp,1,Neutral
thầy cô dạy bám sát ndung ạ,1,Positive
thầy cô dạy rất là oke ạ,2,Positive
dạ có trên elearning ạ,1,Neutral
thầy cô nhiệt tình giảng dễ hiểu,1,Positive
thầy cô cập nhật đủ các kiến thức cho học sinh,2,Positive
sinh động tự học,2,Positive
nhiệt huyết năng nổ,2,Positive
số lượng bài tuy nhiều nhưng em cảm thấy khá thú vị vì phù hợp với chuyên nghành,1,Neutral
thầy cô giảng dạy theo đúng thời khoá biểu,2,Positive
thiết bị hiện đại tiện nghi,3,Positive
cô cung cấp đầy đủ đề cương chi tiết mục tiêu học tập chung của môn học cách thức kiểm tra đánh giá giáo trình tài liệu tham khảo và cách thức tìm các tài liệu học tập của môn,1,Positive
dễ hiểu hấp dẫn sinh động tạo hứng thú học tập cô dạy chậm dễ hiểu đúng tiến độ của tkb cô dạy quá nhanh và khó hiểu bài để sinh viên tự học chỉ gửi clip tham khảo,2,Positive
